Pk,Tm,Player,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48
1,NJN,Derrick Coleman,0.447,0.295,0.769,33.2,16.5,9.3,2.5,64.3,0.119
2,SEA,Gary Payton,0.466,0.317,0.729,35.3,16.3,3.9,6.7,145.5,0.148
3,DEN,Mahmoud Abdul-Rauf,0.442,0.354,0.905,26.7,14.6,1.9,3.5,25.2,0.077
4,ORL,Dennis Scott,0.417,0.397,0.793,28.6,12.9,2.8,2.1,33.4,0.089
5,CHH,Kendall Gill,0.434,0.3,0.754,30.5,13.4,4.1,3,47.8,0.078
6,MIN,Felton Spencer,0.484,0,0.658,19.2,5.2,5.4,0.3,20.9,0.081
7,SAC,Lionel Simmons,0.433,0.305,0.771,29.7,12.8,6.2,3.3,16.9,0.06
8,LAC,Bo Kimble,0.386,0.291,0.728,12.7,5.5,1.5,0.9,0.1,0.004
9,MIA,Willie Burton,0.424,0.345,0.786,21.1,10.3,2.9,1.2,9.1,0.065
10,ATL,Rumeal Robinson,0.432,0.344,0.611,18.1,7.6,1.8,3.5,5.2,0.041
11,GSW,Tyrone Hill,0.502,0,0.643,28,9.4,8.6,0.8,56.2,0.12
12,HOU,Alec Kessler,0.426,0.417,0.744,14,5.2,3.6,0.4,2,0.033
13,LAC,Loy Vaught,0.504,0.244,0.718,24.7,10.1,7.1,0.9,35.8,0.101
14,SAC,Travis Mays,0.41,0.362,0.749,25.8,11.1,2,2.8,2.4,0.039
15,MIA,Dave Jamerson,0.392,0.277,0.86,6.6,3.4,0.9,0.7,0.2,0.018
16,MIL,Terry Mills,0.457,0.384,0.781,24.2,10.6,5.4,1.3,33.3,0.097
17,NYK,Jerrod Mustaf,0.449,0,0.648,10.6,4,2.5,0.6,1.7,0.043
18,SAC,Duane Causwell,0.507,0.286,0.618,17.4,4.9,4.2,0.4,15.8,0.081
19,BOS,Dee Brown,0.436,0.357,0.825,27.7,11.1,2.6,3.7,33.4,0.095
20,MIN,Gerald Glass,0.433,0.236,0.643,16.7,7.7,2.5,1.5,1.8,0.025
21,PHO,Jayson Williams,0.44,0.125,0.606,20.6,7.3,7.5,0.6,20,0.098
22,NJN,Tate George,0.414,0.071,0.82,11.4,4.2,1,1.8,1.3,0.032
23,SAC,Anthony Bonner,0.468,0.125,0.59,23.2,6.9,5.4,1.4,10.8,0.07
24,SAS,Dwayne Schintzius,0.404,0.125,0.638,9,2.7,2.5,0.4,1,0.024
25,POR,Alaa Abdelnaby,0.502,0,0.701,12.5,5.7,3.3,0.3,4.8,0.072
26,DET,Lance Blanks,0.436,0.253,0.667,7.4,2,0.8,0.8,0.7,0.031
27,LAL,Elden Campbell,0.46,0.054,0.699,24.7,10.3,5.9,1.1,62.8,0.117
28,GSW,Les Jepsen,0.333,0,0.65,3.7,1,1.3,0,0.1,0.031
29,CHI,Toni Kukoc,0.447,0.335,0.729,26.3,11.6,4.2,3.7,59.6,0.129
30,MIA,Carl Herrera,0.476,0.143,0.643,17.3,5.3,3.6,0.6,9,0.054
31,PHO,Negele Knight,0.436,0.263,0.73,16.4,6.2,1.3,2.8,4.2,0.044
32,PHI,Brian Oliver,0.388,0.227,0.705,10,3.3,1,1,-0.5,-0.02
33,UTA,Walter Palmer,0.412,0,0.667,4.4,2.1,1.4,0.2,-0.1,-0.013
34,GSW,Kevin Pritchard,0.399,0.186,0.79,12,3.6,1,1.6,0.4,0.017
35,WSB,Greg Foster,0.44,0.225,0.748,12.2,3.9,2.6,0.5,5.6,0.033
36,ATL,Trevor Wilson,0.456,0,0.567,15.6,5.7,3.4,1,0.8,0.023
37,WSB,A.J. English,0.435,0.138,0.778,20.6,9.9,2.1,2.1,1.1,0.017
38,SEA,Jud Buechler,0.433,0.366,0.633,11.7,3.3,1.8,0.8,16.5,0.094
39,CHH,Steve Scheffler,0.558,0.2,0.759,5.3,1.9,1,0.1,2.9,0.153
40,SAC,Bimbo Coles,0.425,0.267,0.811,23.8,7.8,2.1,3.9,27.4,0.065
41,ATL,Steve Bardo,0.329,0.1,0.696,9.1,2.2,1.8,1.3,-0.1,-0.02
42,DEN,Marcus Liberty,0.417,0.34,0.664,17.1,7.3,3.5,0.9,4,0.042
43,SAS,Tony Massenburg,0.47,0.091,0.705,18,6.2,4.3,0.4,15.6,0.061
44,MIL,Steve Henson,0.403,0.432,0.869,9.6,3.1,0.7,2,3.8,0.079
45,IND,Antonio Davis,0.448,0.087,0.727,28.9,10,7.5,1.1,59.6,0.11
46,IND,Kenny Williams,0.511,0,0.68,11.2,4.8,2.7,0.6,7.4,0.122
47,PHI,Derek Strong,0.43,0.18,0.786,18.7,6.8,4.9,0.6,18.5,0.104
48,PHO,Cedric Ceballos,0.5,0.309,0.753,24.2,14.3,5.3,1.2,40.4,0.132
49,DAL,Phil Henderson,,,,,,,,,
50,PHO,Milos Babic,0.375,,0.65,4.1,1.8,1,0.5,-0.1,-0.028
51,LAL,Tony Smith,0.431,0.307,0.69,16,5.5,1.6,1.9,6.7,0.044
52,CLE,Stefano Rusconi,0.333,,0.4,4.3,1.1,0.9,0.4,-0.1,-0.104
53,SEA,Abdul Shamsid-Deen,,,,,,,,,
54,SAS,Sean Higgins,0.428,0.321,0.85,15.2,6.3,1.8,1,0.4,0.006
1,CHH,Larry Johnson,0.484,0.332,0.766,36.3,16.2,7.5,3.3,69.7,0.13
2,NJN,Kenny Anderson,0.421,0.346,0.79,30.1,12.6,3.1,6.1,62.5,0.116
3,SAC,Billy Owens,0.481,0.291,0.629,29.4,11.7,6.7,2.8,28.6,0.078
4,DEN,Dikembe Mutombo,0.518,0,0.684,30.8,9.8,10.3,1,117,0.153
5,MIA,Steve Smith,0.44,0.358,0.845,30.6,14.3,3.2,3.1,83.7,0.139
6,DAL,Doug Smith,0.425,0.083,0.773,19.7,8,4.2,1.4,3,0.024
7,MIN,Luc Longley,0.462,0,0.76,21.2,7.2,4.9,1.5,17.5,0.07
8,DEN,Mark Macon,0.384,0.27,0.735,20,6.7,1.9,1.7,0.1,0.001
9,ATL,Stacey Augmon,0.469,0.152,0.728,21.6,8,3.2,1.6,43.8,0.097
10,ORL,Bison Dele,0.528,0.143,0.691,24.2,11,6.2,1.1,22.8,0.109
11,CLE,Terrell Brandon,0.448,0.355,0.873,29.8,13.8,3,6.1,65.9,0.147
12,NYK,Greg Anthony,0.403,0.349,0.733,20.9,7.3,1.9,4,35.9,0.109
13,IND,Dale Davis,0.53,0,0.562,27.1,8,7.9,0.9,86.9,0.141
14,SEA,Rich King,0.393,0,0.662,4.3,1.9,1,0.3,0.2,0.036
15,ATL,Anthony Avent,0.403,0,0.686,19.1,5.6,4.5,0.8,0.3,0.002
16,GSW,Chris Gatling,0.513,0.249,0.66,19.7,10.3,5.3,0.7,32.1,0.112
17,GSW,Victor Alexander,0.518,0.286,0.634,20.1,8.9,4.8,0.9,8.8,0.073
18,MIL,Kevin Brooks,0.401,0.2,0.859,8.2,3.3,1.1,0.4,-0.1,-0.004
19,WSB,LaBradford Smith,0.432,0.298,0.813,17.1,6.7,1.5,2.2,1.5,0.024
20,HOU,John Turner,0.439,,0.525,8.2,2.8,1.9,0.3,-0.1,-0.021
21,UTA,Eric Murdock,0.438,0.343,0.786,23.4,10.1,2.5,4.9,25.6,0.103
22,LAC,LeRon Ellis,0.433,,0.613,9.4,3,2.4,0.3,1.2,0.069
23,ORL,Stanley Roberts,0.499,0,0.514,19.6,8.5,5.2,0.6,8.1,0.066
24,BOS,Rick Fox,0.45,0.349,0.77,25.5,9.6,3.8,2.8,44.7,0.09
25,GSW,Shaun Vandiver,,,,,,,,,
26,CHI,Mark Randall,0.443,0.154,0.722,7,2.6,1.3,0.4,1,0.054
27,SAC,Pete Chilcutt,0.441,0.381,0.696,14.4,4.3,3.3,0.8,10.6,0.06
28,CHH,Kevin Lynch,0.436,0.333,0.726,12,3.3,1.3,1.1,0.4,0.016
29,MIA,George Ackles,,,,,,,,,
30,ATL,Rodney Monroe,0.368,0.222,0.826,8.2,3.4,0.9,0.7,-0.2,-0.035
31,SAC,Randy Brown,0.417,0.2,0.691,17.6,4.8,1.8,2.2,11,0.046
32,PHO,Chad Gallagher,1,,,1.5,3,0,0,0.1,1.442
33,DAL,Donald Hodge,0.437,0.286,0.711,14.1,4.7,3.2,0.8,1.8,0.025
34,MIN,Myron Brown,0.667,0.333,,5.8,2.3,0.8,1.5,0,0.032
35,DAL,Mike Iuzzolino,0.457,0.404,0.798,25,9,2,4.3,3.7,0.058
36,ORL,Chris Corchiani,0.421,0.269,0.816,11.7,3.7,1.2,2.2,1.6,0.058
37,LAC,Elliot Perry,0.459,0.359,0.783,17.3,6.3,1.4,3.1,14,0.071
38,LAC,Joe Wylie,,,,,,,,,
39,CLE,Jimmy Oliver,0.407,0.34,0.772,11,4.2,1,0.7,0.3,0.018
40,DET,Doug Overton,0.412,0.319,0.816,14.6,4.5,1.3,2.1,2.5,0.016
41,IND,Sean Green,0.386,0.246,0.62,8,4.2,1,0.5,-1.3,-0.095
42,SAC,Steve Hood,,,,,,,,,
43,GSW,Lamont Strothers,0.329,0.133,0.714,11.9,4.6,1.2,1.1,-0.5,-0.142
44,PHI,Alvaro Teheran,,,,,,,,,
45,MIL,Bobby Phills,0.443,0.39,0.738,28.7,11,3.1,2.7,27.2,0.097
46,PHO,Richard Dumas,0.509,0.231,0.694,21.8,10.6,3.4,1.1,4.5,0.097
47,HOU,Keith Hughes,,,,,,,,,
48,UTA,Isaac Austin,0.446,0.176,0.67,19.3,7.6,4.7,1.2,9.2,0.053
49,SAS,Greg Sutton,0.396,0.361,0.743,11.6,4.5,0.9,1.7,1,0.024
50,PHO,Joey Wright,,,,,,,,,
51,HOU,Zan Tabak,0.506,0,0.525,14.6,5,3.6,0.7,2.4,0.032
52,LAL,Anthony Jones,,,,,,,,,
53,NJN,Von McDade,,,,,,,,,
54,POR,Marcus Kennedy,,,,,,,,, 
1,ORL,Shaquille O'Neal,0.582,0.045,0.527,34.7,23.7,10.9,2.5,181.7,0.208
2,CHH,Alonzo Mourning,0.527,0.247,0.692,31,17.1,8.5,1.1,89.7,0.166
3,MIN,Christian Laettner,0.48,0.261,0.82,29.7,12.8,6.7,2.6,64.9,0.121
4,DAL,Jim Jackson,0.428,0.365,0.825,32.8,14.3,4.7,3.2,35.8,0.059
5,DEN,LaPhonso Ellis,0.452,0.302,0.73,28.2,11.9,6.5,1.6,32.8,0.089
6,WSB,Tom Gugliotta,0.451,0.284,0.757,30.9,13,7.3,2.8,40.2,0.082
7,SAC,Walt Williams,0.425,0.379,0.743,26.6,11.8,3.9,2.3,33.9,0.087
8,MIL,Todd Day,0.406,0.345,0.739,25.3,12.3,3.4,1.5,17.5,0.069
9,PHI,Clarence Weatherspoon,0.471,0.196,0.743,30.3,11.5,7.5,1.5,58.4,0.101
10,ATL,Adam Keefe,0.502,0.071,0.714,16.7,5,4.1,0.7,24.9,0.116
11,HOU,Robert Horry,0.425,0.341,0.726,24.5,7,4.8,2.1,66.3,0.118
12,MIA,Harold Miner,0.46,0.311,0.785,18.7,9,2.2,1.2,4.2,0.053
13,DEN,Bryant Stith,0.424,0.329,0.841,28,10.1,3.4,2,29.5,0.086
14,IND,Malik Sealy,0.426,0.292,0.809,23.8,10.1,3.2,1.7,17.1,0.07
15,LAL,Anthony Peeler,0.427,0.384,0.799,24.7,9.7,2.6,2.4,30.7,0.072
16,LAC,Randy Woods,0.34,0.305,0.683,7.2,2.4,0.6,1.7,0.6,0.026
17,SEA,Doug Christie,0.426,0.354,0.821,31.5,11.2,4.1,3.6,55.7,0.102
18,SAS,Tracy Murray,0.43,0.388,0.829,18.4,9,2.5,0.8,24.1,0.096
19,DET,Don MacLean,0.455,0.284,0.765,20.9,10.9,3.8,1.3,9.4,0.067
20,NYK,Hubert Davis,0.458,0.441,0.837,22.1,8.2,1.5,1.7,27.7,0.088
21,BOS,Jon Barry,0.434,0.392,0.848,16.9,5.7,1.8,2.2,37.2,0.129
22,PHO,Oliver Miller,0.534,0.116,0.639,23,7.4,5.9,2.2,21.1,0.089
23,MIL,Lee Mayberry,0.415,0.377,0.659,20.8,5.1,1.3,3.6,7.9,0.036
24,GSW,Latrell Sprewell,0.425,0.337,0.804,38.6,18.3,4.1,4,56.3,0.077
25,LAC,Elmore Spencer,0.516,0,0.58,16.8,5.9,3.5,0.7,0,0.001
26,POR,Dave Johnson,0.365,0.2,0.663,8.1,3.5,1.1,0.3,-0.3,-0.032
27,CHI,Byron Houston,0.456,0.256,0.676,12.5,3.9,3,0.5,3.9,0.069
28,MIN,Marlon Maxey,0.542,0,0.685,11.7,4.9,3.7,0.2,2.6,0.109
29,NJN,P.J. Brown,0.46,0.136,0.794,31.1,9.1,7.7,1.5,89.8,0.128
30,DAL,Sean Rooks,0.459,0.091,0.699,18.1,6.2,3.8,0.8,16.2,0.057
31,POR,Reggie Smith,0.394,0,0.404,5.8,1.5,1.8,0.1,0.4,0.051
32,WSB,Brent Price,0.426,0.387,0.824,16.8,5.9,1.6,3,12,0.082
33,CHI,Corey Williams,0.367,0.25,0.826,7.4,2.4,0.9,0.7,0.2,0.037
34,MIN,Chris Smith,0.435,0.366,0.713,17.7,5.1,1.3,2.8,3.2,0.039
35,CHH,Tony Bennett,0.412,0.335,0.732,12.4,3.5,1,2,1.6,0.041
36,LAL,Duane Cooper,0.402,0.216,0.72,8.9,2.3,0.7,2,-0.5,-0.032
37,MIA,Isaiah Morris,0.456,,0.75,4.1,2.2,0.5,0.2,0,-0.022
38,ATL,Elmer Bennett,0.34,0.273,0.722,7.6,2.3,0.5,1,-0.3,-0.095
39,CHI,Litterial Green,0.42,0.077,0.665,8,2.9,0.5,1.2,1.6,0.066
40,NJN,Steve Rogers,,,,,,,,,
41,HOU,Popeye Jones,0.447,0.281,0.751,23.5,7,7.4,1.3,22,0.084
42,MIA,Matt Geiger,0.499,0.232,0.728,22.1,9.2,5.7,0.7,28.4,0.112
43,GSW,Sasha Danilovic,0.439,0.379,0.789,31.1,12.8,2.4,2,4.2,0.087
44,SAS,Henry Williams,,,,,,,,,
45,SEA,Chris King,0.423,0.383,0.633,20,6.7,3,1.1,1,0.023
46,DEN,Robert Werdann,0.378,0,0.574,5.8,2.1,1.7,0.2,0.1,0.026
47,BOS,Darren Morningstar,0.476,,0.6,16,4.2,3.5,0.7,0.4,0.048
48,PHO,Brian Davis,0.317,0.333,0.735,5.5,1.9,0.8,0.3,0,0
49,PHO,Ron Ellis,,,,,,,,,
50,GSW,Matt Fish,0.5,0,0.625,10.2,3.5,2.2,0.5,0.6,0.058
51,MIN,Tim Burroughs,,,,,,,,,
52,CHI,Matt Steigenga,0.25,0,0.5,6,1.5,1.5,1,0,-0.126
53,HOU,Curtis Blair,,,,,,,,,
54,SAC,Brett Roberts,,,,,,,,, 
1,ORL,Chris Webber,0.479,0.299,0.649,37.1,20.7,9.8,4.2,84.7,0.132
2,PHI,Shawn Bradley,0.457,0.103,0.716,23.5,8.1,6.3,0.7,40.7,0.1
3,GSW,Anfernee Hardaway,0.458,0.316,0.774,33.7,15.2,4.5,5,61.9,0.125
4,DAL,Jamal Mashburn,0.418,0.345,0.766,37.3,19.1,5.4,4,43.7,0.092
5,MIN,Isaiah Rider,0.443,0.352,0.812,31.7,16.7,3.8,2.7,22.8,0.061
6,WSB,Calbert Cheaney,0.466,0.298,0.691,26.7,9.5,3.2,1.7,23.1,0.05
7,SAC,Bobby Hurley,0.353,0.272,0.769,15.5,3.8,1.1,3.3,-1.2,-0.014
8,MIL,Vin Baker,0.485,0.215,0.638,32.5,15,7.4,1.9,47,0.088
9,DEN,Rodney Rogers,0.451,0.347,0.69,25.3,10.9,4.5,2,38.8,0.085
10,DET,Lindsey Hunter,0.388,0.36,0.746,24.8,8.5,2.2,2.7,32.9,0.068
11,DET,Allan Houston,0.444,0.402,0.863,33.7,17.3,2.9,2.4,55.3,0.094
12,LAL,George Lynch,0.446,0.306,0.652,22.8,6.6,5,1.4,32.3,0.088
13,LAC,Terry Dehere,0.411,0.378,0.779,18.2,8,1.5,2.6,7.3,0.048
14,IND,Scott Haskin,0.467,,0.684,6.9,2,2,0.2,0.3,0.087
15,ATL,Doug Edwards,0.378,0,0.709,9.9,2.4,1.8,0.7,0.2,0.013
16,NJN,Rex Walters,0.441,0.361,0.809,13.7,4.6,1.2,1.7,6.3,0.066
17,CHH,Greg Graham,0.407,0.29,0.775,12.2,4.5,1.1,1,1.3,0.025
18,UTA,Luther Wright,0.348,0,0.75,6.1,1.3,0.7,0,-0.1,-0.064
19,BOS,Acie Earl,0.403,0,0.667,13,5.1,2.7,0.3,0.3,0.005
20,CHH,Scott Burrell,0.418,0.373,0.723,19.8,6.9,3.5,1.4,16.4,0.104
21,POR,James Robinson,0.394,0.348,0.666,18.2,7.6,1.7,1.9,5.8,0.04
22,CLE,Chris Mills,0.432,0.351,0.817,30.4,11.2,4.9,1.9,37.7,0.105
23,SEA,Ervin Johnson,0.505,0.2,0.605,20.1,4.1,6.1,0.5,37.8,0.107
24,HOU,Sam Cassell,0.454,0.331,0.861,30,15.7,3.2,6,87.5,0.141
25,CHI,Corie Blount,0.471,0.115,0.587,15.4,3.6,4.2,0.7,18.2,0.088
26,ORL,Geert Hammink,0.4,,0.667,3.4,1.8,0.9,0.3,0.1,0.089
27,PHO,Malcolm Mackey,0.378,0,0.5,3.1,1.5,1.1,0,0.1,0.036
28,DAL,Lucious Harris,0.426,0.348,0.79,19.6,7.2,2.3,1.4,28.7,0.088
29,MIN,Sherron Mills,,,,,,,,,
30,WSB,Gheorghe Muresan,0.573,0,0.644,21.9,9.8,6.4,0.5,19,0.136
31,SAC,Evers Burns,0.4,,0.522,6.2,2.4,1.3,0.4,0.1,0.02
32,PHI,Alphonso Ford,0.308,0.1,0.5,10.4,3.2,1.8,0.9,-0.4,-0.153
33,DAL,Eric Riley,0.456,0,0.704,9.9,3.1,2.6,0.3,2.5,0.066
34,GSW,Darnell Mee,0.312,0.222,0.444,7.3,1.9,0.9,0.5,-0.1,-0.02
35,MIA,Ed Stokes,0.333,,0.5,4.3,0.8,1,0.3,0,-0.077
36,NJN,John Best,,,,,,,,,
37,LAL,Nick Van Exel,0.405,0.357,0.794,32.9,14.4,2.9,6.6,55.9,0.093
38,WSB,Conrad McRae,,,,,,,,,
39,IND,Thomas Hill,,,,,,,,,
40,ATL,Rich Manning,0.415,0.4,0.643,9.3,3.3,1.7,0.2,-0.3,-0.028
41,CHI,Anthony Reed,,,,,,,,,
42,SEA,Adonis Jordan,0.296,0.25,0.5,9.7,2.1,0.6,2.2,0,-0.015
43,DEN,Josh Grant,0.404,0.279,0.759,7.2,3,1.7,0.5,0.5,0.06
44,SAC,Alex Holcombe,,,,,,,,,
45,UTA,Bryon Russell,0.431,0.369,0.75,23.5,7.9,3.5,1.3,47.4,0.115
46,HOU,Richard Petruska,0.435,0.467,0.75,4.2,2.4,1.4,0,0,-0.014
47,SAS,Chris Whitney,0.395,0.361,0.875,17.4,6.5,1.4,2.8,21.2,0.101
48,POR,Kevin Thompson,0.429,0,0.5,4.1,0.9,0.9,0.2,0,-0.016
49,PHO,Mark Buford,,,,,,,,,
50,HOU,Marcelo Nicola,,,,,,,,,
51,IND,Spencer Dunkley,,,,,,,,,
52,SAC,Mike Peplowski,0.556,0,0.531,10.4,2.9,2.6,0.4,1,0.067
53,LAC,Leonard White,,,,,,,,,
54,PHO,Byron Wilson,,,,,,,,, 
1,MIL,Glenn Robinson,0.459,0.34,0.82,36.8,20.7,6.1,2.7,39.8,0.075
2,DAL,Jason Kidd,0.4,0.349,0.785,36,12.6,6.3,8.7,138.6,0.133
3,DET,Grant Hill,0.483,0.314,0.769,33.9,16.7,6,4.1,99.9,0.138
4,MIN,Donyell Marshall,0.435,0.35,0.731,26.2,11.2,6.7,1.4,59,0.113
5,WSB,Juwan Howard,0.469,0.12,0.764,30.3,13.4,6.1,2.2,59.4,0.078
6,PHI,Sharone Wright,0.456,0.083,0.618,22.3,9.7,5,0.6,1.4,0.015
7,LAC,Lamond Murray,0.43,0.36,0.759,25.1,11.3,4.1,1.3,19.8,0.052
8,SAC,Brian Grant,0.49,0.214,0.746,28.3,10.5,7.4,1.2,54.5,0.122
9,BOS,Eric Montross,0.49,0,0.478,18.2,4.5,4.6,0.4,8.5,0.048
10,LAL,Eddie Jones,0.437,0.373,0.809,34.4,14.8,4,2.9,100.6,0.147
11,SEA,Carlos Rogers,0.536,0.258,0.562,19,7.4,4.3,0.6,11.1,0.095
12,MIA,Khalid Reeves,0.416,0.363,0.744,21.1,7.8,2.1,3.2,8.4,0.069
13,DEN,Jalen Rose,0.443,0.355,0.801,30.3,14.3,3.5,3.8,47.2,0.081
14,NJN,Yinka Dare,0.396,,0.57,9.1,2.1,2.6,0,-0.7,-0.033
15,IND,Eric Piatkowski,0.434,0.399,0.839,18.5,7.5,2.2,1,31,0.102
16,GSW,Clifford Rozier,0.496,0.182,0.465,17.2,4.8,5.2,0.6,3.9,0.063
17,POR,Aaron McKie,0.438,0.35,0.779,24.2,7.4,3.3,2.7,40,0.1
18,MIL,Eric Mobley,0.541,0.75,0.475,13.9,3.9,3.1,0.5,1.1,0.034
19,DAL,Tony Dumas,0.404,0.327,0.608,14.2,7.3,1.3,1.2,1.3,0.027
20,PHI,B.J. Tyler,0.381,0.314,0.7,14.7,3.5,1.1,3.2,-0.7,-0.039
21,CHI,Dickey Simpkins,0.44,0.222,0.618,15.9,4.2,3.6,0.9,4.7,0.044
22,SAS,Bill Curley,0.444,0.222,0.743,11,2.7,2,0.4,1.6,0.047
23,PHO,Wesley Person,0.457,0.418,0.778,28.3,11.2,3.3,1.7,44,0.102
24,NYK,Monty Williams,0.481,0.111,0.665,16.7,6.3,2.8,1.2,11.4,0.072
25,LAC,Greg Minor,0.478,0.226,0.767,18.6,6.9,2.7,1.4,8.2,0.077
26,NYK,Charlie Ward,0.408,0.364,0.771,22.3,6.3,2.6,4,33,0.113
27,ORL,Brooks Thompson,0.409,0.376,0.647,10.2,4.5,0.9,1.7,2,0.057
28,DAL,Deon Thomas,,,,,,,,,
29,PHO,Antonio Lang,0.455,0,0.719,9.8,2.3,1.5,0.3,1.7,0.057
30,MIN,Howard Eisley,0.407,0.35,0.827,20.4,6.5,1.7,3.5,19.5,0.058
31,ORL,Rodney Dent,,,,,,,,,
32,WSB,Jim McIlvaine,0.446,0.1,0.551,14.8,2.7,3.1,0.3,9.4,0.076
33,PHI,Derrick Alston,0.489,0.143,0.487,19.1,5.4,3.8,0.7,2.6,0.047
34,ATL,Gaylon Nickerson,0.333,0,1,10.5,3.8,1.3,0.3,0.1,0.076
35,SAC,Michael Smith,0.538,0.143,0.529,23.5,5.6,7.1,1.5,23.4,0.107
36,BOS,Andrei Fetisov,,,,,,,,,
37,SEA,Dontonio Wingfield,0.389,0.309,0.721,10.1,3.7,2.4,0.7,1.8,0.074
38,CHH,Darrin Hancock,0.53,0.333,0.579,10.5,3.5,1.3,0.7,1.1,0.038
39,GSW,Anthony Miller,0.51,0.25,0.576,9,2.8,2.7,0.4,3.8,0.11
40,MIA,Jeff Webster,0.348,0.333,,5.3,1.6,0.6,0.3,0,-0.03
41,IND,William Njoku,,,,,,,,,
42,CLE,Gary Collier,,,,,,,,,
43,POR,Shawnelle Scott,0.464,,0.465,6,1.8,2.2,0.2,1.3,0.101
44,IND,Damon Bailey,,,,,,,,,
45,GSW,Dwayne Morton,0.388,0.36,0.682,9.6,4.1,1.4,0.4,0.2,0.025
46,MIL,Voshon Lenard,0.415,0.384,0.787,27.2,11.9,2.8,2.1,29.6,0.093
47,UTA,Jamie Watson,0.468,0.316,0.694,12.2,3.2,1.5,1.1,1.2,0.045
48,DET,Jevon Crudup,,,,,,,,,
49,CHI,Kris Bruton,,,,,,,,,
50,PHO,Charles Claxton,0.5,,0,2.3,0.7,0.7,0,0,-0.179
51,SAC,Lawrence Funderburke,0.506,0.118,0.675,14.9,6.4,3.6,0.6,12.9,0.131
52,PHO,Anthony Goldwire,0.407,0.386,0.792,18.6,6.3,1.3,2.8,6.4,0.062
53,HOU,Albert Burditt,,,,,,,,,
54,SEA,Zeljko Rebraca,0.527,,0.792,15.3,5.9,3.2,0.4,8.3,0.121
1,GSW,Joe Smith,0.455,0.238,0.79,26.2,10.9,6.4,1,60.3,0.107
2,LAC,Antonio McDyess,0.497,0.117,0.67,27.6,12,7.5,1.3,69.8,0.119
3,PHI,Jerry Stackhouse,0.409,0.309,0.822,31.2,16.9,3.2,3.3,52.4,0.083
4,WSB,Rasheed Wallace,0.467,0.336,0.721,32.7,14.4,6.7,1.8,105.1,0.139
5,MIN,Kevin Garnett,0.497,0.277,0.79,35.4,18.5,10.3,3.8,188.6,0.184
6,VAN,Bryant Reeves,0.475,0.074,0.703,30.6,12.5,6.9,1.6,13,0.052
7,TOR,Damon Stoudamire,0.406,0.357,0.833,33.2,13.4,3.5,6.1,55.4,0.091
8,POR,Shawn Respert,0.414,0.34,0.816,13.7,4.9,1.3,1,2.1,0.043
9,NJN,Ed O'Bannon,0.367,0.222,0.755,16.1,5,2.5,0.8,1.1,0.025
10,MIA,Kurt Thomas,0.486,0.281,0.76,24.5,8.1,6.6,1.1,64.2,0.114
11,MIL,Gary Trent,0.501,0.08,0.643,19.5,8.6,4.5,1,23.2,0.113
12,DAL,Cherokee Parks,0.47,0.211,0.63,15.8,4.4,3.6,0.6,11.8,0.076
13,SAC,Corliss Williamson,0.49,0.136,0.714,22.8,11.1,3.9,1.2,34.7,0.089
14,BOS,Eric Williams,0.415,0.318,0.736,23.9,8.6,3.3,1.4,23.2,0.071
15,DEN,Brent Barry,0.46,0.405,0.823,25.9,9.3,3,3.2,70.5,0.143
16,ATL,Alan Henderson,0.469,0.192,0.639,21.1,7.8,5,0.6,28,0.097
17,CLE,Bob Sura,0.414,0.325,0.689,23.7,8.6,3.4,3.8,28.3,0.087
18,DET,Theo Ratliff,0.496,0,0.71,25.3,7.2,5.7,0.6,47.9,0.112
19,DET,Randolph Childress,0.328,0.273,0.8,7.9,2.4,0.5,1,-0.2,-0.026
20,CHI,Jason Caffey,0.481,0,0.637,19.6,7.3,4.4,0.9,13.5,0.072
21,PHO,Michael Finley,0.444,0.375,0.811,34.4,15.7,4.4,2.9,85.2,0.108
22,CHH,George Zidek,0.408,0.25,0.783,9.8,3.4,2.1,0.2,0.8,0.029
23,IND,Travis Best,0.431,0.345,0.835,21.4,7.6,1.8,3.5,30.9,0.098
24,DAL,Loren Meyer,0.432,0.348,0.696,14.6,4.6,3.4,0.6,0.5,0.012
25,ORL,David Vaughn,0.423,0,0.638,9.8,2.9,3.1,0.3,0.6,0.026
26,SEA,Sherell Ford,0.375,0.16,0.765,5,3.2,0.9,0.2,0.4,0.124
27,PHO,Mario Bennett,0.534,0.333,0.511,8.9,4,2.7,0.4,1.9,0.153
28,UTA,Greg Ostertag,0.486,0.1,0.569,19.5,4.6,5.5,0.6,33.8,0.11
29,SAS,Cory Alexander,0.389,0.354,0.756,15.8,5.5,1.6,2.7,3,0.03
30,DET,Lou Roe,0.333,0.25,0.647,7.3,2,1.4,0.3,0,-0.001
31,CHI,Dragan Tarlac,0.394,,0.758,13.9,2.4,2.8,0.7,-0.2,-0.016
32,WSB,Terrence Rencher,0.33,0.31,0.674,11.3,2.9,1.2,1.5,-0.2,-0.021
33,BOS,Junior Burrough,0.376,,0.656,8.1,3.1,1.8,0.2,-0.2,-0.018
34,GSW,Andrew DeClercq,0.507,0,0.621,16.8,4.8,4.2,0.6,19.3,0.094
35,TOR,Jimmy King,0.429,0.147,0.691,13.9,4.5,1.8,1.4,0,0.001
36,VAN,Lawrence Moten,0.408,0.299,0.652,15.2,6.3,1.5,1.5,0,0.001
